B4TD3B06	48	84
B4TD3B07	38	93
B4TD3B08	38	98
B4TD3B09	55	38
B4KM3E01	30	117
B4KM3E02	25	111
B4KM3E03	24	119
B4KM3E04	23	128
B4KM3E05	28	127
B4KM3E06	28	110
B4KM3E07	22	109
B4KM3E08	24	114
B4KM3E09	26	117
B4KM3E10	30	114
B2KM3E01	25	114
B2KM3E02	35	120
B2KM3E03	34	112
B2KM3E04	50	111
B2KM3E05	51	116
B2KM3E06	26	96
B2KM3E07	29	120
B2KM3E08	23	118
B2KM3E09	21	108
B2KM3E10	21	104
B2BG3A01	16	119
B2BG3A02	14	137
B2BG3A03	11	147
B2BG3A04	8	139
B2BG3A05	10	119
B2BG3A06	10	123
B2BG3A07	15	121
B4MP4A01	35	112
B4MP4A02	35	116
B4MP4A03	29	128
B4MP4A04	15	132
B4MP4A05	12	107
B4MP4A06	8	93
B4MP4A07	34	112
B2MP2A01	25	122
B2MP2A02	43	119
B2MP2A03	44	158
B2MP2A04	52	162
B2MP2A05	36	129
B2MP2A06	37	105
B2MP2A07	36	94
B2MP2A08	36	127
B2MP2A09	22	117
B3DC3B04	27	115
B3DC3B05	32	139
B3DC3B06	47	143
B3DC3B07	48	75
B3DC3B08	56	75
B3DC3B09	70	62
B3DC3B11	62	50
B4KM3H01	23	118
B4KM3H02	36	121
B4KM3H03	17	120
B4KM3H04	15	122
B4KM3H05	11	147
B4KM3H06	11	145
B4KM3H07	13	139
B4KM3H09	10	123
B4KM3H10	12	123
B4KM3H11	14	124
B4KM3H12	21	107
B4BZ4A01	26	111
B3PN5B01	28	114
B3PN5B02	55	116
B3PN5B03	54	102
B3PN5B04	50	85
B3PN5B05	51	78
B3PN5B06	52	83
B3PN5B07	52	66
B3PN5B08	51	58
B3PN5B09	44	57
B3PN5B10	45	58
B5RV5A01	37	51
B5RV5A02	44	70
B5RV5A03	44	83
B5RV5A04	36	73
B5RV5A05	37	91
B5RV5A06	37	105
B5RV5A07	49	100
B5RV5A08	49	104
B4WC4B01	31	122
B4WC4B02	43	123
B4WC4B03	27	123
B4WC4B04	31	123
B4WC4B05	32	120
B4WC4B06	47	119
B4WC4B07	48	122
B4WC4B08	44	123
B4WC4B09	49	126
B4WC4B10	48	127
B4TI4A01	26	110
B4TI4A02	26	110
B4TI4A03	26	111
B4TI4A04	26	112
B4TI4A05	26	114
B4TI4A06	26	115
B4TI4A07	26	116
B4GH3B01	29	122
B4GH3B02	29	119
B4GH3B03	29	122
B4GH3B04	28	117
B4GH3B05	31	112
B4GH3B06	29	123
B4GH3B07	29	120
B3PG3A01	7	115
B3PG3A02	12	100
B3PG3A03	16	81
B3PG3A04	17	76
B3PG3A05	11	105
B3PG3A06	7	119
B3PG3A07	10	136
B3PG3A08	7	126
B3PG3A09	13	88
B3PG3A10	15	70
B3PG3A11	11	108
B3PG3A12	10	119
B4BF3A01	22	118
B4BF3A02	24	115
B4BF3A03	26	102
B4BF3A04	27	86
B4BF3A05	27	81
B4BF3A06	26	81
B3BF3C01	27	94
B3BF3C02	29	86
B3BF3C03	25	85
B3BF3C04	24	83
B3BF3C05	24	83
B3BF3C06	25	83
B3BF3C07	25	86
B3BF3C08	25	97
B3BF3C09	24	102
B3KF3E01	29	106
B3KF3E02	39	80
B3KF3E03	0	130
B3KF3E04	36	150
B3KF3E05	-27	154
B3KF3E06	-27	135
B3KF3E07	-6	112
B3KF3E08	35	79
B3KF3E09	46	44
B3KF3E10	43	31
B2FG3A01	25	123
B2FG3A02	27	122
B2FG3A03	25	122
B2FG3A04	24	122
B2FG3A05	24	130
B2FG3A06	23	127
B2FG3A07	22	107
B2FG3A08	23	107
B4FG3A02	30	120
B4FG3A03	30	123
B4FG3A04	30	121
B4FG3A05	30	128
B4FG3A06	30	132
B4FG3A07	25	106
B2FG3Z01	28	110
B2FG3Z02	29	114
B2FG3Z03	29	115
B2FG3Z04	29	114
B2FG3Z05	28	113
B2FG3Z06	26	109
B2FG3Z07	26	106
B2FG3Z08	26	106
B4FG3Z01	28	107
B4FG3Z02	29	109
B4FG3Z03	30	111
B4FG3Z04	30	111
B4FG3Z05	30	111
B4FG3Z06	30	112
B4FG3Z07	29	112
B4FG3Z08	29	108
B4MF4A01	85	60
B4MF4A02	78	60
B4MF4A03	61	57
B4MF4A04	50	66
B4MF4A05	50	63
B4MF4A06	72	48
B4MF4A07	87	48
B3RL1A01	72	29
B3RL1A02	69	40
B3RL1A03	70	42
B3RL1A04	72	43
B3RL1A05	73	37
B3RL1A06	72	31
B3RL1A07	76	29
B3RL1A08	75	33
B3RL1A09	77	43
B3RL1A10	73	40
B3RL1A11	72	35
B4GF3A01	30	120
B4GF3A02	29	116
B4GF3A03	29	112
B4GF3A04	31	106
B4GF3A05	31	99
B4GF3A06	29	95
B4GF3A07	29	103
B4GF3A08	45	110
B4GF3A09	76	117
B4GF3A10	64	120
B4GF3A11	51	116
B4HU4B07	32	119
B4HU4B08	34	113
B4HU4B09	29	101
B4HU4B10	34	123
B4HU4B11	28	119
B4HU4B12	26	116
B4SB4A01	30	99
B4SB4A02	42	104
B4SB4A03	37	107
B4SB4A04	34	107
B4SB4A05	42	105
B4SB4A06	27	109
B4SB4A07	44	118
B4SB4A08	44	121
B4SB4A09	44	133
B4SB4A10	51	142
B4SW4B01	29	106
B4SW4B02	27	119
B4SW4B03	27	120
B4SW4B04	27	122
B4SW4B05	28	124
B4SW4B06	28	123
B4SW4B07	32	122
B4SW4B08	34	122
B4SW4B09	29	124
B4SW4B10	27	129
B4SW4B11	52	124
B4SW4B12	41	124
B3JK3A01	19	121
B3JK3A02	24	121
B3JK3A03	28	116
B3JK3A04	9	114
B3JK3A05	11	116
B3JK3A06	11	135
B3JK3A07	12	66
B3JK3A08	12	65
B3JK3A09	11	66
B3JK3A10	20	66
B4PU3D01	32	116
B4PU3D02	28	117
B4PU3D03	28	116
B4PU3D05	34	110
B4PU3D07	34	109
B4PU3D08	31	112
B4PU3D09	27	116
B4PU3D10	27	116
B2PU3C03	30	110
B2PU3C04	23	111
B2PU3C05	24	108
B2PU3C06	25	102
B2PU3C07	26	101
B2PU3C08	25	107
B2PU3C09	26	109
B2PU3C10	26	111
B4PT3A01	27	117
B4PT3A02	28	118
B4PT3A03	34	115
B4PT3A04	40	110
B4PT3A05	33	112
B4PT3A06	27	117
B4PT3A07	28	118
B4PT3A08	31	124
B4PT3A09	33	122
B4PT3A10	35	116
B2PT3A01	25	115
B2PT3A02	28	112
B2PT3A03	37	95
B2PT3A04	24	106
B2PT3A05	26	116
B2PT3A06	30	128
B2PT3A07	29	136
B2PT3A08	27	121
B2PT3A09	43	118
B2PT3A10	26	114
B4PS3A01	25	117
B4PS3A02	24	116
B4PS3A03	25	115
B4PS3A04	25	111
B4PS3A05	30	104
B4PS3A06	32	102
B4PS3A07	31	102
B4PS3A08	30	104
B4PS3A09	20	112
B4PS3A10	21	115
B2PS3A01	25	116
B2PS3A02	25	115
B2PS3A03	25	114
B2PS3A04	25	115
B2PS3A05	25	114
B2PS3A06	24	112
B2PS3A07	24	112
B2PS3A08	26	109
B2PS3A09	25	106
B2PS3A10	28	112
B4BC3A01	28	116
B4BC3A02	31	116
B4BC3A03	30	112
B4BC3A04	30	114
B4BC3A05	29	116
B4BC3A06	30	99
B4BC3A07	26	109
B2BC3A02	26	120
B2BC3A03	27	119
B2BC3A04	26	116
B2BC3A05	26	117
B2BC3A06	27	118
B2BC3A07	27	97
B2BC3A08	26	112
B3PJ3B01	27	113
B3PJ3B02	52	118
B3PJ3B03	57	119
B3PJ3B04	50	129
B3PJ3B05	79	123
B3PJ3B06	76	67
B3PJ3B07	79	72
B3PJ3B08	77	60
B3PJ3B09	84	43
B3PJ3B10	85	39
B2PJ3A01	25	120
B2PJ3A02	57	128
B2PJ3A03	66	121
B2PJ3A04	58	122
B2PJ3A05	41	122
B2PJ3A06	42	131
B2PJ3A07	76	61
B2PJ3A08	77	45
B2PJ3A09	79	75
B2PJ3A10	82	53
B4HT3A01	33	118
B4HT3A02	33	116
B4HT3A03	32	109
B4HT3A04	32	101
B4HT3A05	22	98
B4HT3A06	23	118
B4HT3A07	28	139
B4HT3A08	32	125
B4HT3A09	42	114
B4HT3A10	30	101
B4HT3A11	37	110
B2HT3A01	24	120
B2HT3A02	22	114
B2HT3A03	24	105
B2HT3A04	26	110
B2HT3A05	26	118
B2HT3A06	27	126
B2HT3A07	28	127
B2HT3A08	57	109
B2HT3A09	43	102
B2HT3A10	25	109
B3PO4A01	28	119
B3PO4A02	28	103
B3PO4A03	28	101
B3PO4A04	28	99
B3PO4A05	28	121
B3PO4A06	27	135
B3PO4A07	27	141
B3PO4A08	35	146
B4PO4Z01	38	78
B4UT3A01	36	135
B4UT3A02	35	119
B4UT3A03	33	96
B4UT3A04	36	112
B4UT3A05	34	141
B4UT3A06	25	149
B4UT3A07	25	122
B4UT3A08	25	121
B4UT3A09	29	121
B4SC5A01	32	117
B4SC5A02	42	117
B4SC5A03	32	115
B4SC5A04	31	121
B4SC5A05	44	119
B4SC5A06	52	104
B4SC5A07	42	109
B4SC5A08	33	113
B2SC1B01	25	117
B2SC1B02	26	119
B2SC1B03	52	115
B2SC1B04	59	105
B2SC1B05	48	111
B2SC1B06	30	117
B2SC1B07	26	114
B2SC1B08	27	109
B2HD2A01	28	119
B2HD2A02	34	115
B2HD2A03	42	111
B2HD2A04	40	113
B2HD2A05	27	117
B2HD2A06	28	118
B2HD2A07	32	124
B2HD2A08	32	122
B2HD2A09	33	119
B2HD2A10	28	115
B3RC3A01	38	116
B3RC3A02	37	117
B3RC3A03	36	116
B3RC3A04	64	112
B3RC3A05	68	55
B3RC3A06	73	44
B3RC3A07	75	41
B3RC3A08	60	50
B3LC3A01	43	121
B3LC3A02	41	118
B3LC3A03	46	116
B3LC3A04	46	110
B3LC3A05	60	53
B3LC3A06	73	50
B3LC3A07	84	40
B3LC3A08	66	46
B4CD3C02	29	122
B4CD3C05	29	113
B4CD3C06	29	122
B4CD3C07	25	128
B4CD3C08	28	122
B4CD3C10	25	112
B4CD3C11	25	102
BARMCD02	-4	114
BARMCD05	15	96
BARMCD06	15	111
BARMCD07	15	124
BARMCD08	13	115
BARMCD10	11	96
BARMCD11	11	79
B4POGO01	50	81
B4POGO02	60	42
B4POGO03	31	71
B4POGO04	44	77
B4POGO05	30	77
B4POGO06	31	77
B4POGO07	57	63
B4POGO08	59	64
B4POGO09	56	64
B3PO4B01	32	132
B3PO4B02	38	136
B3PO4B03	34	150
B3PO4B04	32	150
B3PO4B05	35	147
B3PO4B06	32	119
B3PO4B07	29	80
B3PO4B08	26	79
B3PO4B09	31	86
B3PO4B10	52	96
B3PO4B11	45	108
B3PO4B12	36	110
B3PO4B13	24	119
B3PO4B14	32	118
B3OS3A01	40	116
B3OS3A02	47	114
B3OS3A03	70	112
B3OS3A04	82	30
B3OS3A05	82	28
B3BK3Z01	92	45
B3BK3Z02	64	30
B3BK3Z03	63	28
B3BK3Z04	64	34
B3BK3Z05	56	68
B3BK3Z06	60	29
B3BK3Z07	75	16
B3BK3Z08	54	55
B3DD3B01	23	107
B3DD3B02	7	107
B3DD3B03	-2	111
B3DD3B04	11	113
B3DD3B05	9	120
B3DD3B06	8	153
B3DD3B07	9	158
B3DD3B08	19	152
B3DD3B09	38	128
B3DD3B10	39	66
B3DD3B11	48	58
B3DD3B12	52	41
B3DD3D01	45	86
B3DD3D02	45	101
B3DD3D03	40	119
B3DD3D04	47	134
B3DD3D05	51	141
B3DD3D06	62	135
B3DD3D07	72	109
B3DD3D08	73	84
B3DD3D09	94	71
B3DD3D10	102	72
B3DD3D11	97	61
B3DD3D12	89	48
B3SV3B01	46	110
B3SV3B02	53	105
B3SV3B03	56	98
B3SV3B04	60	109
B3SV3B05	44	111
B3SV3B06	30	105
B3SV3B07	31	112
B3SV3B08	31	111
B3SV3B09	64	49
B3SV3B10	65	44
B3SV3B11	64	38
B3RR3Z01	3	16
B3RR3Z02	3	20
B3RR3Z03	4	13
B3RR3Z04	9	10
B3RR3Z05	15	18
B3RR3Z06	19	100
B3RR3Z07	65	112
B3RR3Z08	28	135
B3RR3Z09	9	98
B3TN3B01	39	122
B3TN3B02	45	121
B3TN3B03	37	124
B3TN3B04	38	125
B3TN3B05	38	124
B3NB3A01	28	125
B3NB3A02	48	122
B3NB3A03	41	121
B3NB3A04	69	128
B3NB3A05	72	105
B3NB3A06	49	93
B3NB3A07	19	81
B3NB3A08	12	84
B3NB3A09	48	78
B3NB3A10	73	52
B3NB3A11	82	33
B2TW2Z01	16	43
B4TW4Z03	29	49
B1TT5Z01	34	113
B1TT5Z02	25	112
B1TT5Z03	21	116
B1TT5Z04	36	116
B1TR5Z01	33	43
B1TR5Z02	21	43
B1TR5Z03	25	48
B1TR5Z04	38	50
B2WL1A01	19	77
B2WL1A02	20	80
B2WL1A03	20	80
B2WL1A04	20	80
B2WL1A05	20	79
B2WL1A06	20	77
B2WL1A07	19	77
B2WL1A08	18	79
B2WL1A09	19	80
B2WL1A10	19	82
B2WL1A11	18	82
B2WL1A12	18	80
B2WL1A13	19	78
B2WL1A14	20	78
B2WL1A15	21	78
B2WL1A16	20	79
B2WL2B01	19	79
B2WL2B02	19	78
B2WL2B03	20	78
B2WL2B04	25	82
B2WL2B05	31	80
B2WL2B06	33	80
B2WL2B07	32	79
B2WL2B08	27	79
B2WL2B09	22	79
B2WL2B10	18	80
B2WL2B11	19	79
B2WL2B12	19	79
B2WL2B13	21	79
B2WL2B14	25	77
B2WL2B15	29	76
B2WL2B16	29	78
B2WL2B17	24	79
B2WL2B18	18	79
B2WL8B01	22	82
B2WL8B02	21	82
B2WL8B03	20	82
B2WL8B04	19	80
B2WL8B05	18	78
B2WL8B06	17	79
B2WL8B07	21	82
B2WL8B08	23	83
B2WL8B09	21	83
B2WL8B10	21	81
B2WL8B11	22	78
B2WL8B12	22	79
B4WL2A01	19	78
B4WL2A02	19	77
B4WL2A03	21	77
B4WL2A04	24	79
B4WL2A05	22	79
B4WL2A06	17	81
B4WL2A07	18	81
B4WL2A08	19	79
B4WL2A09	19	79
B4WL2A10	22	78
B4WL2A11	24	75
B4WL2A12	21	75
B4WL2A13	18	78
B4WL2A14	19	76
B4WL2A15	19	77
B4WL4B01	22	82
B4WL4B02	22	85
B4WL4B03	23	85
B4WL4B04	24	84
B4WL4B05	24	86
B4WL4B06	24	84
B4WL4B07	25	82
B4WL4B08	28	79
B4WL4B09	31	77
B4WL4B10	33	77
B4WL4B11	31	79
B4WL4B12	26	81
B4WL4B13	19	82
B4WL4B14	18	83
B4WL4B15	19	84
B4WL4B16	19	82
B4WL4B17	20	81
B4WL4B18	20	81
B4WL5B01	21	75
B4WL5B02	20	77
B4WL5B03	20	78
B4WL5B04	19	80
B4WL5B05	19	80
B4WL5B06	19	80
B4WL5B07	19	79
B4WL5B08	20	79
B4WL5B09	21	79
B4WL5B10	22	80
B4WL5B11	22	80
B4WL5B12	22	80
B4WL5B13	22	79
B4WL5B14	21	78
B4WL5B15	21	77
B2ST2A01	24	113
B2ST2A02	24	113
B2ST2A03	25	112
B2ST2A04	25	113
B2ST2A05	24	113
B2ST2A06	24	114
B2ST2A07	24	115
B2ST2A08	24	114
B2ST2A09	24	113
B2ST2A10	24	113
B2ST2A11	24	113
B2ST2A12	24	113
B2ST2A13	24	113
B4ST4Z01	33	113
B4ST4Z02	37	113
B4ST4Z03	41	111
B4ST4Z04	41	111
B4ST4Z05	38	112
B4ST4Z06	34	112
B4ST4Z07	29	111
B4ST4Z08	28	111
B4ST4Z09	28	112
B4YR3A01	28	119
B4YR3A02	29	118
B4YR3A03	35	119
B4YR3A04	36	110
B4YR3A05	46	112
B4YR3A06	49	114
B4YR3A07	50	110
B4YR3A08	45	109
B3RN3A01	32	121
B3RN3A02	36	124
B3RN3A03	45	126
B3RN3A04	51	125
B3RN3A05	50	121
B3RN3A06	38	120
B3RN3A07	28	123
B3RN3A08	40	125
B3RN3A09	51	126
B3RN3A10	59	124
B3RN3A11	57	120
B3RN3A12	46	119
B4BO3Z01	5	115
B4BO3Z02	3	116
B4BO3Z03	-1	126
B4BO3Z04	0	113
B4BO3Z05	-1	108
B4BO3Z06	-10	108
B4BO3Z07	-4	112
B4BO3Z08	14	116
B4BO3Z09	42	118
D2BK3C01	23	106
D2BK3C02	23	106
D2BK3C03	24	106
D2BK3C05	25	105
D2BK3C07	36	106
D4BK3A06	38	103
D4BK3A07	44	103
D2AH2A01	25	120
D2AH2A02	36	115
D2AH2A03	27	119
D2GD2A04	73	36
D2GD2A06	75	45
D2GD2A07	57	54
D2GD2A09	26	73
D3AE3B01	27	105
D3AE3B02	21	114
D3AE3B03	21	112
D3AE3B04	20	112
D3AE3B05	25	114
D3AE3B06	19	116
D3AE3B07	19	115
D3AE3B08	19	115
D3AH3B01	29	118
D3AH3B02	34	106
D3AH3B03	31	106
D3AH3B05	27	112
D3AM3A01	26	107
D3AM3A02	21	108
D3AM3A03	16	105
D3AM3A04	18	95
D3AM3A05	18	75
D3AM3A06	20	88
D3AM3A07	20	101
D3AM3A08	20	105
D3FN3A01	29	43
D3FN3A02	33	38
D3FN3A03	37	35
D3FN3A04	33	34
D3FN3A05	46	33
D3FN3A06	68	34
D3FN3A07	66	75
D3FN3A08	78	70
D3GU4A02	71	35
D3GU4A03	70	42
D3GU4A04	64	39
D3GU4A05	49	55
D3GU4A06	26	60
D3GU4A07	16	60
D3GU4A08	15	72
D3GU4A09	21	94
D3RC3A01	17	93
D3RC3A02	20	101
D3RC3A03	37	59
D3RC3A04	52	58
D3RC3A05	59	55
D3RC3A06	63	47
D3RC3A07	68	40
D3RC3A08	69	45
D3RC3A09	73	35
D3SA3A02	76	26
D3SA3A03	73	34
D3SA3A04	70	37
D3SA3A05	73	36
D3SA3A07	75	33
D3SA3A08	77	29
D3SA3A09	77	24
D3UC3A01	20	108
D3UC3A02	44	119
D3UC3A03	59	124
D3UC3A04	62	74
D3UC3A05	66	67
D3UC3A06	64	60
D3UC3A07	61	77
D3UC3A08	66	83
D3UC3A09	62	66
D3UC3A10	62	72
D3UC3A11	63	59
D4BK3A01	22	101
D4BK3A02	22	101
D4BK3A03	22	101
D4LB4A02	20	118
D4LB4A03	39	116
D4LB4A04	49	122
D4LB4A05	70	117
D4LB4B01	81	116
D4LB4B02	66	116
D4LB4B03	43	116
D3PM4C02	17	111
D3OS3A01	40	92
D3OS3A02	52	96
D3OS3A03	62	104
D3OS3A04	61	112
D3OS3A05	61	116
D3OS3A06	56	119
D3FD3E02	41	62
D3FD3E03	60	49
D3FD3E04	66	60
D3FD3E05	53	70
D3FD3E06	40	78
D3FD3E07	40	78
D3FD3E08	46	69
D3FD3E09	68	32
D2KB3A02	27	115
D2KB3A03	6	116
D2KB3A04	14	113
D2KB3A05	18	112
D2KB3A06	21	110
D2KB3A07	30	105
D2KB3A08	25	110
D2KB3A09	39	112
D2KM3B01	31	114
D2KM3B02	12	114
D2KM3B03	10	113
D2KM3B04	7	113
D2KM3B05	6	112
D2KM3B06	6	114
D2KM3B07	4	115
D2KM3B08	3	115
D2KM3B09	20	115
D2KM3D01	25	114
D2KM3D02	13	115
D2KM3D03	12	115
D2KM3D04	8	115
D2KM3D05	6	115
D2KM3D06	6	114
D2KM3D07	7	114
D2KM3D08	6	114
D2KM3D09	10	116
D2KM3D10	26	114
D2NM3A04	13	113
D2NM3A05	13	114
D2NM3A06	9	115
D2NM3A07	28	111
D3MP3A01	43	115
D3MP3A02	48	118
D3MP3A03	50	121
D3MP3A04	51	121
D3MP3A05	50	121
D3MP3A06	48	115
D3MP3A07	38	111
D3MP3A08	38	116
D4KB3A02	35	110
D4KB3A03	6	113
D4KB3A04	5	113
D4KB3A05	18	110
D4KB3A06	22	110
D4KB3A07	25	108
D4KB3A08	21	110
D4KB3A09	30	114
D4KM3A01	40	110
D4KM3A02	33	110
D4KM3A03	15	111
D4KM3A04	6	109
D4KM3A05	2	107
D4KM3A06	1	108
D4KM3A07	0	110
D4KM3A08	-1	111
D4KM3A09	2	112
D4KM3A10	25	111
D4KM3E01	23	111
D4KM3E02	10	111
D4KM3E03	10	112
D4KM3E04	8	111
D4KM3E05	7	110
D4KM3E06	8	110
D4KM3E07	8	110
D4KM3E08	7	111
D4KM3E09	15	111
D4MP4D01	44	114
D4MP4D02	42	114
D4MP4D03	43	109
D4MP4D04	45	106
D4MP4D06	38	107
D4MP4D07	46	109
D4NM3B03	30	110
D4NM3B04	8	107
D4NM3B05	11	110
D4NM3B06	8	111
D4NM3B07	24	109
D3DC3C01	18	95
D3DC3C02	25	125
D3DC3C03	24	82
D3DC3C04	36	78
D3DC3C05	57	68
D3DC3C06	64	69
D3DC3C07	61	61
D3DC3C08	56	79
D3DC3C09	51	54
D3DC3C10	45	41
D4YR3B01	21	114
D4YR3B02	30	113
D4YR3B03	46	113
D4YR3B04	62	116
D4GH3A01	25	111
D4GH3A02	25	111
D4GH3A03	25	108
D4GH3A04	24	105
D4GH3A05	24	102
D4GH3A07	24	106
D4GH3A08	24	108
D3AK3A01	29	75
D3AK3A02	27	99
D3AK3A03	25	117
D3AK3A04	29	117
D3AK3A05	33	120
D3AK3A06	27	111
D3AK3A07	23	107
D4PN5L04	24	43
D4PN5L05	20	43
D3GU2A02	75	34
D3GU2A04	66	48
D3GU2A05	57	42
D3GU2A06	58	51
D3GU2A07	20	55
D3GU2A08	21	67
D3GU2A09	24	82
D3GU2A10	25	97
D4PN5A01	23	109
D4PN5A02	27	111
D4PN5A03	31	53
D4PN5A04	25	31
D4PN5A05	23	44
D4PN5A06	22	52
D5GD4A01	33	44
D5GD4A02	34	51
D3PP3Z01	24	109
D3PP3Z02	18	103
D3PP3Z03	17	92
D3PP3Z04	13	103
D3PP3Z05	17	111
D3PP3Z06	29	90
D4HS3B06	31	84
D4HS3B07	38	57
D4HS3B08	39	39
D3HT3Z01	57	74
D3PD3Z01	33	60
D3PD3Z02	33	84
D3PD3Z03	33	106
D3PD3Z04	29	143
D3PD3Z05	26	121
D3PD3Z06	14	106
D3PD3Z07	14	94
D3PD3Z08	23	63
D3PD3Z09	23	35
D2CR1A01	24	51
D2CR1A02	56	45
D2CR1A03	53	38
D2CR1A08	55	87
D2CR1A09	46	92
D2CR1A10	29	99
D2CR1A11	21	102
D2CT2A02	20	116
D2CT2A07	21	108
D2CT2A09	21	109
D2CT2A12	21	111
D2CT2B02	25	108
D2CT2B04	31	99
D2CT2B06	33	109
D2CT2C01	48	106
D2CT2C03	50	106
D2CT2C05	53	108
D2CT2C07	55	110
D2CT2C09	56	112
D2CT2C11	56	113
D2CT2C13	56	114
D2CT2C15	53	113
D2CT2C17	51	112
D2CT2C19	49	109
D2CT2C21	48	107
D2FG3A01	23	110
D2FG3A02	23	110
D2FG3A03	23	110
D2FG3A04	23	108
D2FG3A05	23	106
D2FG3A06	21	103
D2GR3A04	40	101
D2GR3A05	39	105
D2GR3A06	41	106
D2GR3A07	41	105
D2PR2A02	23	115
D2PR2A04	21	110
D2PR2A05	21	122
D2PR2A06	26	138
D2PR2A07	36	132
D2PR2A08	55	100
D2PR2A10	47	105
D3CR3D01	35	101
D3CR3D02	36	107
D3CR3D03	27	112
D3CR3D04	24	111
D3CR3D05	20	103
D3CR3D06	16	88
D3CR3D07	15	93
D3CR3D08	22	105
D3CR3D09	-8	112
D3CR3D10	-25	115
D3CR3D11	13	120
D3GS3A01	22	110
D3GS3A02	21	101
D3GS3A03	22	90
D3GS3A04	24	83
D3GS3A05	25	93
D3GS3A06	25	100
D3GS3A07	26	122
D3GS3A08	26	126
D3GS3A09	33	126
D3GS3A10	46	119
D3GS3A11	74	96
D3GS3A12	73	86
D3GS3A13	71	89
D3GS3A14	60	97
D3GS3A15	57	101
D3GS3A16	49	105
D3PO4B01	22	112
D3PO4B02	22	107
D3PO4B03	22	95
D3PO4B04	22	84
D3PO4B07	22	89
D3PO4B08	23	111
D3PO4B09	23	127
D3PO4B10	22	127
D3RL1B02	76	35
D3RL1B03	77	29
D3RL1B04	77	26
D3RL1B05	76	27
D3RL1B06	78	31
D3RL1B07	80	34
D3RL1B08	78	31
D3RL1B09	77	29
D3RL1B10	76	32
D3RL1B11	76	26
D3RL1B12	74	24
D4FG3B01	22	107
D4FG3B02	21	107
D4FG3B03	20	108
D4FG3B04	16	106
D4FG3B05	7	103
D4FG3B06	4	100
D4FM4A05	11	61
D4FM4A06	14	62
D4FM4A07	13	73
D4FM4A09	32	64
D4GF3A01	22	108
D4GF3A02	22	105
D4GF3A03	22	100
D4GF3A04	27	95
D4GF3A05	33	96
D4GF3A06	41	98
D4GF3A07	43	101
D4GF3A08	65	105
D4GF3A09	73	103
D4GM3A06	26	102
D4GM3A07	26	101
D4GM3A08	27	100
D4GM3A10	25	93
D4GM3A11	24	92
D4GM3A12	25	95
D4GM3A13	30	100
D4GM3A14	26	103
D4GR3B03	25	100
D4GR3B04	24	101
D4GR3B05	24	103
D4GR3B06	24	103
D4JD4A01	16	95
D4JD4A02	12	100
D4JD4A04	19	112
D4JD4A06	27	113
D4JD4A07	24	91
D4JD4A08	23	74
D4JD4A10	23	84
D4JD4A11	21	98
D4MF4A01	60	26
D4MF4A02	56	32
